,A14,A15,A6,A6-2,KS22,KS24,KS25,KS26,E1,E2,E3,E5,F6,F7,F9,F10,M5,M7,M8,M9,BS10,BS8,BSs6,BSs7,N1,N2,N3,N4,CE19,CE20,CE21,CE18,EAN10,EAN11,EAN12,EAN9,KC27,KC28,KC29,KC30,KN4,KN5,KN6,KN2,NA10,NA5,NA6,O5,O6,O7,O8,PA2,PA3,PA4,PA5,CD4,CD5,CD16,CD17,CB1,CB2,CB4,CB5,CG1,CG2,CG4,CG5,FA1,FA2,FA4,FA5,UAGB11,UAGM13,UAGW14,UAGW15,UAHB16,UAHB17,UAHB18,UAHB20,UHL13,UHL14,UH15,UH16,UT19,UT21,UTL22,UTL23,UF11,UF13,UF14,UF15,UQ25,UQ22,UQ23,UQ24,UR1,UR3,UR4,UR28,US16,US17,US20,US29
cg12041830,0.8957495540000001,0.481963891,0.417531338,0.606118413,0.53925,0.488460361,0.145183313,0.159622704,0.601847324,0.501208833,0.496150248,0.511496652,0.020871327,0.40427631,0.665420689,0.953353282,0.03720934,0.019773494,0.399793865,0.022163401,0.925187646,0.147253906,0.456166464,0.480213362,0.559792317,0.8979142840000001,0.023027984,0.444896987,0.506647075,0.456490328,0.12611483199999998,0.560826048,0.472209424,0.077255143,0.846083551,0.482755314,0.060522942,0.480218057,0.41442807,0.4322077,0.913149621,0.45138148,0.93323673,0.971657529,0.111691651,0.23495389,0.681572532,0.4753260520000001,0.023475969,0.018219893,0.407996667,0.920674553,0.442198417,0.420190081,0.892580637,0.939769712,0.623773849,0.931248078,0.931236055,0.032544836,0.910361171,0.869181454,0.01679986,0.448827893,0.016204686,0.50088977,0.028713641,0.440203144,0.438725889,0.547904107,0.544290908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12059045,0.7300134159999999,0.53638477,0.901761016,0.203731365,0.256149864,0.116690386,0.879609995,0.671042011,0.621358134,0.875086383,0.587553954,0.575553215,0.928440466,0.273615488,0.86788114,0.5499100889999999,0.6533313079999999,0.450361053,0.049750792,0.32213806100000003,0.055515159,0.471491707,0.093040142,0.46732546,0.587699051,0.566750395,0.913843499,0.918733769,0.509718122,0.149764695,0.904960737,0.234937404,0.891024525,0.876936095,0.521443074,0.761052561,0.61828148,0.851968541,0.529119833,0.393249759,0.916633196,0.100885279,0.087061715,0.091324886,0.917652934,0.523031263,0.14030171,0.454812524,0.923988988,0.555324145,0.57854989,0.855518372,0.916271123,0.856532868,0.5311480510000001,0.916535753,0.426662675,0.6893859940000001,0.391443524,0.894908182,0.922696101,0.596417829,0.372710445,0.32921124,0.913493664,0.88405864,0.55000641,0.893826632,0.5678950460000001,0.056900076,0.458637491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12119625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467010894,0.056433315,0.763147846,0.596125715,0.588172173,0.047278677000000005,0.615012004,0.451440599,0.614882218,0.119038622,0.33604423899999997,0.556783158,0.042054465,0.7999910029999999,0.151353812,0.588049419,0.152345857,0.308781821,0.482118517,0.804239435,0.44351373299999997,0.51208242,0.44211395600000003,0.309474038,0.362360931,0.030231571000000002,0.48717565700000004,0.080620883,0.41078826700000004,0.7617944240000001,0.716502489,0.306511954
cg12123879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465222006,0.4920481,0.788258846,0.525092481,0.11285617699999999,0.031996128,0.024569287000000002,0.05830893700000001,0.437045904,0.8100472,0.628081506,0.522267612,0.8733145440000001,0.02579703,0.037813678999999996,0.270110539,0.49064635,0.460235725,0.040829334,0.27646464,0.078886085,0.509782125,0.694201563,0.352658574,0.917256107,0.518466068,0.906398397,0.807935397,0.45295955,0.034350245,0.7328719340000001,0.42493810600000004
cg12128871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548871976,0.435783965,0.325528668,0.08216913599999999,0.177303388,0.610443695,0.391403361,0.553137702,0.8841012970000001,0.407133467,0.853951934,0.8516274979999999,0.23314612699999998,0.616166497,0.7549734570000001,0.621017013,0.392236466,0.45696287399999996,0.175683792,0.327402446,0.094032694,0.4503507570000001,0.385625393,0.36000208899999997,0.928268471,0.141397786,0.44529035899999997,0.644883714,0.075876818,0.635591383,0.636145964,0.437991071
cg12159464,0.900158027,0.51875864,0.5827023339999999,0.905426659,0.592065759,0.6319155710000001,0.626627936,0.912164473,0.575973752,0.920081191,0.649454191,0.456394258,0.092789665,0.911278889,0.186869038,0.060213501,0.615829545,0.298594795,0.064883123,0.073636464,0.927223519,0.14706188,0.110223585,0.048082761,0.5182260000000001,0.089411426,0.945150094,0.946620518,0.076991084,0.070996579,0.902658875,0.903867452,0.5838703160000001,0.486039826,0.52019146,0.582914205,0.35350085,0.88679915,0.07751082299999999,0.611873432,0.038945311,0.062879673,0.100086142,0.574607648,0.759617069,0.630556818,0.034020613,0.911171054,0.578614065,0.936337377,0.579482755,0.561626359,0.876211442,0.539635785,0.047578507,0.883087198,0.109311755,0.703011198,0.555768583,0.8981906959999999,0.8655831009999999,0.530886926,0.041411904,0.75882617,0.373167713,0.601524069,0.055819404,0.918894459,0.921770553,0.930423215,0.08495586699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12174129,0.465419136,0.903414708,0.394611396,0.032272449,0.086099538,0.546512361,0.58906056,0.6723608659999999,0.958390718,0.942266794,0.471931885,0.918731304,0.091991321,0.07166009799999999,0.784435543,0.893871319,0.950176573,0.541268154,0.483568653,0.429073573,0.510134425,0.8826647870000001,0.5710298979999999,0.8528641140000001,0.043173639000000014,0.81129053,0.539054729,0.954532844,0.500912434,0.911013889,0.704891935,0.934977724,0.707663927,0.5334555870000001,0.453284935,0.076648696,0.034672011,0.427424594,0.295908949,0.497131175,0.445027475,0.826007488,0.556352131,0.156050687,0.543858994,0.806444473,0.51077943,0.945636108,0.034358822000000004,0.910035621,0.905933115,0.8751508579999999,0.909353428,0.067397533,0.054340002000000005,0.925184509,0.023691004,0.443209858,0.917191778,0.566793,0.933129334,0.892603507,0.956724108,0.944548674,0.525384934,0.954146189,0.941459067,0.513049895,0.936797527,0.640788547,0.496820012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12188146,0.025284743,0.049124271,0.848358513,0.058471819,0.8992907590000001,0.408858047,0.076798758,0.6968890809999999,0.854039503,0.88666009,0.935442825,0.4505209220000001,0.421663418,0.909167491,0.843754917,0.478071831,0.092857247,0.59900348,0.028358087,0.428336279,0.410779894,0.487034541,0.8595740270000001,0.8994477009999999,0.032329569,0.474575579,0.022947562,0.8503216859999999,0.552962318,0.903371306,0.820967077,0.4846722,0.696369238,0.446078046,0.490258821,0.851568364,0.027083401,0.46328431,0.493157317,0.385455198,0.055151811,0.909455244,0.8526055159999999,0.828907759,0.8778086490000001,0.889586442,0.022599892000000003,0.329991935,0.494626473,0.8145372,0.5737354170000001,0.43044118,0.877134816,0.8523689329999999,0.878190514,0.434915937,0.401453455,0.874539385,0.478926965,0.923543731,0.438064399,0.935207843,0.919699775,0.273376361,0.89391699,0.924461583,0.88809423,0.8580837490000001,0.481931148,0.488533533,0.463365744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12188634,0.836141563,0.03855076,0.835934483,0.092448284,0.133081786,0.4019623,0.028866149,0.113182805,0.487752922,0.079755479,0.437399222,0.8194260309999999,0.248745128,0.583983012,0.575644968,0.269112104,0.349242276,0.419040324,0.040732683,0.8196643929999999,0.8112576709999999,0.122297706,0.838238455,0.847849418,0.029340642000000007,0.473616073,0.450041204,0.435749073,0.46634803,0.886448605,0.030720624,0.890831192,0.898245675,0.452083464,0.868444185,0.447516193,0.47254505,0.029579499,0.499501294,0.02514344,0.92330979,0.488700282,0.8935836779999999,0.439536273,0.837249995,0.862480513,0.875213045,0.385716584,0.491432971,0.494829664,0.498942017,0.445767055,0.857403105,0.4827546820000001,0.042955197,0.884365304,0.906147157,0.028679603,0.43814138,0.444533697,0.542132656,0.49375145,0.474754759,0.430056009,0.91876736,0.571652185,0.093101938,0.180168738,0.910057211,0.471761923,0.8309308059999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12191989,0.217491557,0.621189356,0.07142606900000001,0.129504253,0.581118068,0.05793392,0.035348263,0.402032557,0.929081179,0.900930499,0.060674814,0.916476298,0.918534303,0.522535093,0.8859951629999999,0.885463893,0.17365481300000002,0.913983282,0.901240468,0.921099787,0.053123001,0.584728907,0.08955231400000001,0.919646838,0.5629061879999999,0.926671077,0.54226525,0.909837657,0.919933704,0.13950212,0.035541984,0.037547075,0.885663874,0.575099704,0.091342558,0.5691032970000001,0.5318749620000001,0.034241548,0.033157669,0.485588907,0.9350042,0.904250077,0.905236111,0.547681875,0.57866602,0.8849278490000001,0.939682021,0.5514077820000001,0.915080953,0.541390468,0.920798195,0.032544672000000004,0.912003307,0.5586083039999999,0.031722616,0.871289711,0.908719773,0.876531339,0.045208949000000005,0.918827884,0.922919331,0.928285749,0.5312442589999999,0.492315188,0.896972986,0.92736527,0.533962729,0.917967259,0.562890385,0.911048402,0.8753247759999999,0.050163735,0.644345603,0.075568338,0.892807311,0.174341656,0.493979381,0.328562264,0.355049612,0.532961852,0.794069751,0.858907871,0.835945561,0.060888164,0.546668936,0.548993214,0.285095654,0.222364796,0.029849326000000002,0.46668662,0.029703735,0.568611147,0.029593569,0.883632425,0.564481594,0.602543642,0.034633422999999997,0.9148719890000001,0.529284483,0.491975665,0.255578818,0.04202477599999999,0.722690043
cg12194346,0.907612875,0.610470434,0.890595914,0.657125753,0.8946519709999999,0.5554022439999999,0.043204819000000005,0.56164913,0.068428988,0.055815935,0.0374464,0.914306589,0.928276684,0.608774527,0.586937766,0.8993793040000001,0.539150926,0.065831391,0.058732403,0.938353053,0.923230795,0.564966589,0.529679205,0.58734686,0.049394199000000014,0.58635697,0.942102541,0.6974003609999999,0.936150244,0.441417824,0.501149023,0.607484748,0.08161624,0.624521251,0.926537331,0.610682788,0.531261671,0.916249273,0.032156376,0.041037891,0.935472536,0.559937548,0.6061890870000001,0.573350562,0.5953016320000001,0.512857854,0.080017579,0.036067383,0.558856305,0.504968889,0.589197556,0.91559081,0.921762456,0.920781991,0.909212241,0.084937524,0.699196918,0.050770608,0.920959381,0.5422341079999999,0.618381034,0.08824593300000001,0.6430243489999999,0.04298548,0.046740407000000005,0.934482636,0.933706138,0.644578876,0.545957127,0.610325738,0.553531984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12197752,0.464795668,0.565284803,0.6308484679999999,0.875663104,0.502025153,0.499200899,0.924829339,0.040228654,0.03226056,0.597624261,0.545696993,0.32280785300000003,0.7845788020000001,0.677974794,0.51956739,0.87730799,0.8094025979999999,0.535282723,0.076277495,0.0399785,0.520507727,0.881804589,0.860243338,0.213792665,0.5313999460000001,0.382701165,0.578899741,0.034515686000000004,0.060403585,0.526713488,0.892962886,0.042211592,0.899015417,0.867291355,0.099074858,0.46488221,0.440461671,0.026489318,0.8547543940000001,0.039148976,0.550970317,0.5318094210000001,0.478760513,0.92559612,0.03048767,0.68630138,0.481407203,0.562179654,0.645805218,0.042393453,0.032230606,0.890747535,0.522703316,0.523497133,0.5730437939999999,0.034865404,0.029674038,0.050628251,0.534903302,0.576692571,0.895534066,0.582253927,0.523905006,0.5421679220000001,0.939081414,0.6122121079999999,0.214854392,0.470980062,0.08757922300000001,0.542304298,0.040499665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12209275,0.036112013,0.053480158,0.437793985,0.076592362,0.478333625,0.056959463,0.421022791,0.039948201,0.904634397,0.040496608,0.5031055529999999,0.624854469,0.406326768,0.06221403900000001,0.85465989,0.570103769,0.535075095,0.901265114,0.494698228,0.359404365,0.476992028,0.259540349,0.89424321,0.042089222,0.038122971,0.6328155320000001,0.5216748410000001,0.4993227320000001,0.485043791,0.035422162,0.889586497,0.567153185,0.049023048,0.490996105,0.808229175,0.483592519,0.029741307,0.409965531,0.044759051,0.387513215,0.4626745920000001,0.400088034,0.493698426,0.403626883,0.506268143,0.6529241379999999,0.8704933640000001,0.474840624,0.448098101,0.408403921,0.050790029,0.024768189,0.8639646609999999,0.8793337590000001,0.861322024,0.634298763,0.049269893,0.041100159,0.890931824,0.491548225,0.490665618,0.042072316,0.536510565,0.112809392,0.84173724,0.053923455,0.041962654,0.459099933,0.384942142,0.88501386,0.067097506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12216397,0.124609631,0.6108868789999999,0.067188387,0.101678278,0.892880637,0.635055874,0.483489511,0.465161915,0.5572872,0.06650547799999999,0.827370108,0.259545937,0.8395630279999999,0.901802243,0.76514448,0.058149903,0.129437368,0.547026916,0.537360555,0.880833414,0.032724184,0.447824404,0.8529713309999999,0.52897191,0.6853768509999999,0.117104707,0.035993849,0.562685233,0.930263011,0.910185706,0.435923215,0.943432695,0.078391963,0.849328924,0.830143355,0.8170533659999999,0.471926826,0.023914117,0.497705144,0.480728113,0.310372819,0.879511769,0.478078927,0.3815984670000001,0.438791941,0.524946665,0.839078925,0.048075913,0.917579341,0.879948115,0.7226193470000001,0.853783402,0.860538967,0.8687005990000001,0.489956253,0.557249883,0.037005403,0.540088314,0.510425704,0.930773146,0.500872554,0.541684381,0.474658783,0.47715148,0.942287896,0.45167964,0.03757252,0.572246279,0.080031379,0.898061367,0.109300794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12233129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546721806,0.48982896200000003,0.5247962110000001,0.9486043120000001,0.828350954,0.957228429,0.421892576,0.26640641800000003,0.8984786579999999,0.379676091,0.937808596,0.932188982,0.48044031200000004,0.407101125,0.494134759,0.62780177,0.9031277129999999,0.09766164199999999,0.470478322,0.72017599,0.434859671,0.717602489,0.90993533,0.486101919,0.547939828,0.34807574799999996,0.43006376799999996,0.048392773,0.487170395,0.628327296,0.884330235,0.204886437
cg12240322,0.028694083,0.560763311,0.457551855,0.3888613,0.5567773770000001,0.446662715,0.522199305,0.801108617,0.935129691,0.029255053,0.02906351,0.453525531,0.471410911,0.939749891,0.426091379,0.410478606,0.55114476,0.927384288,0.636638872,0.933546944,0.522736226,0.128777943,0.444639017,0.43984178,0.037422923,0.080401107,0.565072197,0.93421129,0.550207046,0.517126985,0.025386207,0.029854507,0.920436862,0.5417996420000001,0.661073566,0.444449617,0.522523226,0.028376183,0.8524124670000001,0.530307932,0.251123809,0.8806933220000001,0.065954507,0.477713098,0.02613639,0.026593118,0.681856702,0.906075545,0.515282108,0.028731711,0.924734362,0.413876049,0.921751962,0.560703266,0.5398176029999999,0.036925346,0.028728925,0.032485107,0.034216941,0.504445218,0.506773545,0.940871129,0.035567023,0.526602212,0.7232483470000001,0.5004349220000001,0.5005399189999999,0.036169993,0.88827426,0.035526406,0.275561745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12263011,0.7384534229999999,0.032430721,0.06237522,0.121163206,0.4179935870000001,0.412302139,0.698458551,0.782029731,0.034165068,0.7591874890000001,0.554211501,0.445884429,0.800220119,0.824339319,0.191907047,0.131008506,0.372089495,0.6656871679999999,0.934606632,0.58851416,0.025603031,0.7433237570000001,0.07330726900000001,0.034784317,0.642053339,0.466447178,0.036054125,0.054202324,0.491916089,0.841876959,0.83140886,0.486260109,0.752593703,0.048363532,0.094008979,0.8150686970000001,0.4926667220000001,0.035238209,0.068635628,0.033310247,0.512751135,0.887872542,0.455834609,0.857964883,0.39177516,0.440047076,0.907824965,0.520464742,0.804296476,0.519778672,0.848779279,0.453366265,0.854941959,0.7599573829999999,0.489426735,0.04346489,0.723092587,0.0630274,0.037782145,0.392505024,0.593474705,0.789930228,0.476197349,0.871345585,0.8247006459999999,0.550971847,0.460751936,0.495074121,0.925729153,0.541331172,0.09347853,0.545484806,0.567511993,0.755647292,0.518359102,0.828038521,0.5162134970000001,0.20813556800000002,0.099754459,0.85999368,0.5183626,0.612550363,0.886754281,0.795951471,0.626974396,0.17722773100000005,0.7424339320000001,0.9005842059999999,0.30595479800000003,0.56780289,0.7790273740000001,0.498190775,0.31728575,0.8465553579999999,0.8443648979999999,0.8857930959999999,0.032213127,0.516756559,0.480246768,0.43573636,0.54001511,0.072759974,0.417464147
cg12279702,0.408810569,0.042762554,0.593262021,0.913503288,0.8799044079999999,0.063595688,0.911932862,0.5514773270000001,0.923296253,0.47200813,0.585115307,0.925147767,0.058002176,0.3759544,0.159562813,0.918585547,0.477238689,0.917685887,0.496916999,0.458643366,0.900059098,0.13095831300000002,0.555936755,0.478807472,0.933060115,0.474847124,0.483322891,0.916740013,0.882515167,0.119511933,0.486804933,0.924143851,0.115623896,0.030380441,0.8592656040000001,0.5357989679999999,0.428004817,0.024594112,0.033932968,0.031441059,0.921809515,0.9239949,0.908600037,0.822399278,0.85675536,0.516261192,0.026330044,0.040570835,0.578197341,0.550043326,0.7087704290000001,0.901016333,0.688028265,0.246772641,0.6163201979999999,0.585335429,0.569426147,0.8907188090000001,0.032696827000000005,0.929034933,0.51572137,0.922149118,0.935216853,0.608745428,0.468639826,0.460925697,0.928821519,0.167554254,0.575980904,0.937436944,0.060437292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12293561,0.927656911,0.742047109,0.371575468,0.441169105,0.732965752,0.05789233,0.476773995,0.177967188,0.17211946,0.030969815,0.924402612,0.940330393,0.081951001,0.547777697,0.26302839,0.573173863,0.708695579,0.507355838,0.09392617,0.481283285,0.954965884,0.492785095,0.915205268,0.58975863,0.503436917,0.419235387,0.113356436,0.718893236,0.25215877800000003,0.048726889,0.924644216,0.194152342,0.4992990470000001,0.378126391,0.510277176,0.828127748,0.469124719,0.02371526,0.891167426,0.030450432000000006,0.89731205,0.271755948,0.461610297,0.177959294,0.873919069,0.366807533,0.063951971,0.026401458,0.90459183,0.035768076,0.748394047,0.746738771,0.787565637,0.511566004,0.771295463,0.89157639,0.62258135,0.05777649,0.455578989,0.490533681,0.81321147,0.873789377,0.108522013,0.861903302,0.596165907,0.529659432,0.384670595,0.220219344,0.422088441,0.406017043,0.243271566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12293791,0.388459185,0.912683143,0.863025278,0.892878451,0.524268023,0.062811495,0.04295539,0.046557429,0.901376217,0.588418033,0.539145512,0.074720699,0.853870245,0.6259192370000001,0.660841675,0.405372315,0.549129283,0.655249221,0.904611989,0.531548667,0.060810635,0.893241081,0.921357074,0.593401363,0.562009514,0.932083091,0.6285174060000001,0.550778063,0.928919664,0.145748239,0.551396797,0.485710077,0.91421148,0.918183867,0.885518778,0.486413684,0.0695982,0.034394275,0.503438905,0.046892603,0.523341284,0.8525773590000001,0.055663465,0.5099867929999999,0.102724195,0.355595954,0.081776725,0.034973174,0.574462948,0.924449503,0.493596788,0.563146311,0.575833856,0.893652362,0.17204644800000002,0.569334204,0.698405774,0.070908218,0.5042459460000001,0.43138954,0.905724788,0.914096739,0.641164315,0.08686446699999999,0.898001468,0.468314811,0.906638563,0.542873311,0.113721813,0.456567622,0.640502815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12298148,0.890686467,0.103325135,0.903286056,0.08460281900000001,0.021086656,0.490024802,0.035978137,0.539111667,0.489786383,0.921186491,0.466152272,0.48575565,0.023866172,0.764363048,0.047489873,0.48798072,0.521227308,0.510148836,0.35301502799999995,0.464911542,0.909010901,0.458937504,0.022287972000000003,0.929229284,0.344510976,0.029983105,0.502825169,0.042114512,0.039362714,0.908484803,0.033827684,0.120839491,0.18972110600000006,0.914803458,0.59590252,0.586137424,0.449857814,0.413253412,0.335247085,0.5165236670000001,0.926201628,0.505050876,0.051594434,0.539624515,0.8987334779999999,0.458391368,0.024280655,0.7137440190000001,0.91014683,0.503979097,0.910090389,0.884490895,0.92709122,0.87345707,0.327533337,0.521779397,0.58035057,0.394125375,0.299633064,0.891091545,0.532016803,0.564145035,0.027038003,0.365579743,0.441843894,0.528625876,0.502003316,0.836966345,0.406533466,0.035579441,0.734353652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12300731,0.860365003,0.798636894,0.07580068400000001,0.124120087,0.816239886,0.44013977,0.45021704,0.8274685540000001,0.7777050790000001,0.467273384,0.8523453940000001,0.457198851,0.393627802,0.529758115,0.481793613,0.122590826,0.487707423,0.651775576,0.497076471,0.036053505,0.089567915,0.764855856,0.48593715,0.481009904,0.479056317,0.433217823,0.061141095,0.063328578,0.435921721,0.8279201070000001,0.052590299000000014,0.887972599,0.81929622,0.230009708,0.441772051,0.470481652,0.461601508,0.445665293,0.502983864,0.05850451,0.842369585,0.460861283,0.835470955,0.49415866,0.586045115,0.465183418,0.080341274,0.451861851,0.841782969,0.503520924,0.603315939,0.104233111,0.427903218,0.465289317,0.446670311,0.450865154,0.86037666,0.896729032,0.4226204220000001,0.455955091,0.476791068,0.451125953,0.3612235720000001,0.4479767,0.8600249190000001,0.469150994,0.666265591,0.491516631,0.872512442,0.486063248,0.417221746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12302070,0.927203473,0.5921989089999999,0.942327179,0.875941392,0.224736443,0.501747322,0.040254805,0.025291504,0.626399609,0.046523273,0.89476924,0.461718388,0.186082848,0.527007944,0.57837936,0.538543454,0.037594724,0.56467093,0.603892573,0.033705953,0.041345334,0.065631703,0.538938995,0.502170132,0.063633703,0.100178103,0.933155634,0.925155854,0.846311961,0.876327429,0.917897983,0.132630058,0.881405456,0.887479848,0.490668633,0.503664591,0.028524054,0.028252377,0.568218558,0.029773414,0.461588911,0.581754687,0.646432629,0.053745896,0.916481058,0.050671401,0.922642842,0.031866537,0.075507825,0.027110574,0.044802318,0.026054427,0.034730058,0.032108416,0.042236306,0.924849093,0.925211932,0.041897225,0.940016324,0.464222616,0.544898064,0.032140929,0.024379786,0.024156063,0.029243174,0.036574788,0.031213531,0.591106792,0.035167406,0.73650562,0.049731161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12308570,0.912809048,0.057289380999999986,0.382154714,0.863009878,0.501701178,0.052976908,0.516885254,0.497149371,0.092304926,0.428368406,0.8828418709999999,0.865157483,0.41148027,0.520808342,0.550059799,0.5564327929999999,0.902462911,0.506105675,0.932679959,0.545341006,0.469506423,0.836376569,0.482259898,0.877741558,0.455209379,0.875654277,0.891250377,0.918562143,0.504850806,0.5360917479999999,0.456489714,0.517857381,0.861275617,0.8677632809999999,0.865829766,0.095208303,0.057424273,0.459758663,0.046252175,0.896451566,0.8462466940000001,0.8904634490000001,0.486718306,0.140147334,0.94543055,0.480107843,0.92855824,0.903835383,0.491843521,0.043474381,0.439962431,0.190589422,0.857970755,0.858453956,0.479579739,0.917707338,0.942007811,0.936943777,0.478983999,0.946228392,0.512232262,0.554296707,0.028163585,0.465024775,0.059053616,0.495708697,0.482327663,0.900452117,0.538325736,0.039432956,0.476128411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12326037,0.05810747,0.038815002,0.496304241,0.796437858,0.496062489,0.915082082,0.61896626,0.858032571,0.940212893,0.591786758,0.036879437,0.024455666,0.406704822,0.503950445,0.924675785,0.078510488,0.508529845,0.928139662,0.917072747,0.919236753,0.928908683,0.918033327,0.50222195,0.493694412,0.902247263,0.938316513,0.533321907,0.493390533,0.942538315,0.547411608,0.029767996,0.519562975,0.893046885,0.921034057,0.488476912,0.5047864639999999,0.51417394,0.896621893,0.906899986,0.920844172,0.937836748,0.8946687090000001,0.476225173,0.03947154,0.655713333,0.034110598,0.039975536,0.918247746,0.934974591,0.529060554,0.668994595,0.466457028,0.921985496,0.44461334,0.021377081000000003,0.841894024,0.450064867,0.025851631,0.488293394,0.478376311,0.032266155,0.67016465,0.942133655,0.499924879,0.915108206,0.930823555,0.493731448,0.929517106,0.915747649,0.55777359,0.908151746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12332524,0.456448398,0.60462956,0.06868659,0.105147853,0.8446069829999999,0.040650987,0.8536355729999999,0.048225931,0.882406723,0.9003250709999999,0.8734363940000001,0.671822457,0.522573353,0.7032766490000001,0.6211321639999999,0.619327042,0.182150387,0.7518271320000001,0.709051732,0.594416006,0.569163938,0.494591567,0.85776093,0.520990222,0.041205756,0.920110788,0.894279935,0.876997916,0.5685296129999999,0.048144876,0.059027107,0.328689538,0.8730803909999999,0.046829382,0.493140116,0.037245194,0.5035444410000001,0.039626557,0.042562201,0.04335906,0.5478950370000001,0.535816735,0.500213432,0.053852155,0.822088807,0.7047604000000001,0.520863724,0.572739841,0.512705229,0.048338109,0.912993154,0.877871805,0.8573216140000001,0.580037815,0.874214495,0.717962475,0.078472714,0.551619925,0.056907996,0.41701222,0.577593461,0.657106274,0.642472673,0.520092024,0.561464729,0.382201729,0.52586413,0.911782077,0.641027449,0.590099384,0.913999339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12343144,0.436540844,0.096261001,0.875580303,0.811448298,0.654117343,0.453427729,0.548679059,0.576995278,0.041613417,0.562982129,0.449329249,0.39083279,0.5443724120000001,0.074796163,0.72668074,0.5336048520000001,0.935764718,0.464854158,0.540553485,0.63518906,0.068258483,0.507735226,0.8751986959999999,0.496686833,0.882854835,0.486891692,0.17978605399999995,0.8312713820000001,0.924451922,0.126574931,0.047054362,0.478388158,0.520612891,0.625060253,0.305984613,0.904548375,0.529265722,0.49060667,0.409450403,0.510412222,0.813472937,0.269655623,0.905105052,0.888115966,0.901827206,0.873979697,0.041880636,0.921573744,0.518893675,0.571559365,0.685238638,0.151170535,0.562506128,0.542906807,0.03919999,0.522747793,0.032608021,0.917985961,0.915347069,0.8895305509999999,0.548335648,0.924774331,0.5519597270000001,0.639613577,0.6553808760000001,0.911575826,0.93802561,0.651156808,0.552780188,0.937286532,0.08377239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cg12348424,0.506698002,0.030634903,0.307798833,0.341701768,0.707614365,0.087547334,0.551226571,0.70633169,0.10214218,0.942346213,0.06258072099999999,0.896956483,0.34559349100000003,0.407659446,0.08470952699999999,0.377746186,0.196937304,0.877581336,0.547437721,0.169257678,0.024990203,0.785071793,0.717378616,0.5229263270000001,0.590983292,0.589308544,0.726080809,0.716413994,0.04565305,0.89353231,0.167762252,0.535879798,0.527999841,0.916091315,0.502425048,0.503600563,0.097646925,0.920728756,0.047244333,0.048149333,0.525829828,0.818955225,0.043683857,0.074820152,0.913974263,0.861072112,0.631684829,0.03652018,0.5577465229999999,0.86020189,0.53762346,0.909690189,0.684775027,0.067133383,0.518907358,0.93805904,0.040139069,0.60996382,0.034199402000000004,0.437915038,0.590400473,0.7359397440000001,0.479406574,0.157881985,0.045314184,0.030976538,0.516248391,0.429149817,0.115256752,0.881915245,0.121661584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
