,A14,A15,A6,A6-2,KS22,KS24,KS25,KS26,E1,E2,E3,E5,F6,F7,F9,F10,M5,M7,M8,M9,BS10,BS8,BSs6,BSs7,N1,N2,N3,N4,CE19,CE20,CE21,CE18,EAN10,EAN11,EAN12,EAN9,KC27,KC28,KC29,KC30,KN4,KN5,KN6,KN2,NA10,NA5,NA6,O5,O6,O7,O8,PA2,PA3,PA4,PA5,CD4,CD5,CD16,CD17,CB1,CB2,CB4,CB5,CG1,CG2,CG4,CG5,FA1,FA2,FA4,FA5
cg12372759,0.031698368,0.533349477,0.036397775,0.123969809,0.469769444,0.033397162,0.609824225,0.46614577700000004,0.72473557,0.58909234,0.577443025,0.81845439,0.621350226,0.88536771,0.035700585,0.59231375,0.877797578,0.5634374360000001,0.914211662,0.879188557,0.49420696299999994,0.033402912,0.031406088,0.903027613,0.579726814,0.887628352,0.312008607,0.544366661,0.91295961,0.05856351,0.052779058,0.030519077999999998,0.865541817,0.593806814,0.525298335,0.5215497729999999,0.036007492,0.517140605,0.55261027,0.537680963,0.917951243,0.493911439,0.914182018,0.49621550299999995,0.318521352,0.912300668,0.913312115,0.8991492440000001,0.489139414,0.031597823,0.901152438,0.027213328999999998,0.483665922,0.5100628939999999,0.503791313,0.6366611179999999,0.056050537000000004,0.479399607,0.026147951000000003,0.581626515,0.9258801879999999,0.8998323540000001,0.920103054,0.9077967659999999,0.920758252,0.910554709,0.916694362,0.525687208,0.630369733,0.928033551,0.8567064959999999
cg12386297,0.028398833,0.464623891,0.045344987999999996,0.097203308,0.8280894809999999,0.801437395,0.493195221,0.137560722,0.908244101,0.026965252999999998,0.876828297,0.856685666,0.055626732000000005,0.031607885,0.500169555,0.799312125,0.25049641100000003,0.9442812540000001,0.487684481,0.48804888799999996,0.38409126,0.316871067,0.48922273200000005,0.500821744,0.698107409,0.814765727,0.024795887000000003,0.259534973,0.8681025379999999,0.796205814,0.525299356,0.6713479379999999,0.448122697,0.769283973,0.42220551100000003,0.034493521,0.029750455,0.021907233999999998,0.317200567,0.648798425,0.86540463,0.8652656479999999,0.841413355,0.530697607,0.053441475,0.924914476,0.05499779900000001,0.024058048999999998,0.44797877399999997,0.441168658,0.45418637700000003,0.501442656,0.473628591,0.869307982,0.807377833,0.9233828590000001,0.039512382,0.43938573200000003,0.021248335,0.246549097,0.02905437,0.903640102,0.43392815100000004,0.16833472300000002,0.499110659,0.46930945399999996,0.8686089359999999,0.44186240600000004,0.884761572,0.5017006629999999,0.476860964
cg12410029,0.162765034,0.449391682,0.173348893,0.440262651,0.717298267,0.47493419600000003,0.5155301720000001,0.078162185,0.790489742,0.488082505,0.8302276540000001,0.47594976,0.47564966,0.142239662,0.8433242809999999,0.486217009,0.9058329829999999,0.876374331,0.514129432,0.388299436,0.092322555,0.365908756,0.428101688,0.839220148,0.134412284,0.461158119,0.8800716740000001,0.43398845700000005,0.864615225,0.824741387,0.48161468700000004,0.456126815,0.49302538799999995,0.433424541,0.08591116,0.42946360899999997,0.855164156,0.46439315600000003,0.83467289,0.84084674,0.8713373529999999,0.480359272,0.879537888,0.105451556,0.207281827,0.768642934,0.74517918,0.44881495200000004,0.49238213399999997,0.899230882,0.87250359,0.87611467,0.461500519,0.838043942,0.477507489,0.346087253,0.08067876,0.070650472,0.451579389,0.876307797,0.87161305,0.88160675,0.902389575,0.457096874,0.929314612,0.47180635600000004,0.08020882900000001,0.438447271,0.879873536,0.46580742,0.9310830529999999
cg12451751,0.5298040270000001,0.564242256,0.5408158160000001,0.6811750329999999,0.067598959,0.940177973,0.037332657000000005,0.5840170170000001,0.5255816,0.514055174,0.934756551,0.593375027,0.487005831,0.040066321,0.648590931,0.426337145,0.5437117539999999,0.645075108,0.62612064,0.9486388590000001,0.036440942999999996,0.078052602,0.555696302,0.546454563,0.5654312,0.041551452,0.598831095,0.035422386,0.715028806,0.940285997,0.9364988320000001,0.5034804970000001,0.6767755740000001,0.648569365,0.668391314,0.68075634,0.9354952329999999,0.90546148,0.567151199,0.529317822,0.033965193,0.065827429,0.041298002,0.499396794,0.069664713,0.9312758809999999,0.630862955,0.037330389,0.657987553,0.026704511,0.9458199829999999,0.538066442,0.889379321,0.5202961979999999,0.9346269140000001,0.028932167999999998,0.585394137,0.9032342390000001,0.558473429,0.556987441,0.937158398,0.925819354,0.403354449,0.534700021,0.036209097,0.574769738,0.030296119,0.46084783799999995,0.603667187,0.943720612,0.5726091329999999
cg12498395,0.03823416,0.434899297,0.9365312709999999,0.587640194,0.882183498,0.598396441,0.06544243599999999,0.880694724,0.477080489,0.923445603,0.586491203,0.5859205710000001,0.041255471,0.9361077609999999,0.14320460699999998,0.071017745,0.550436583,0.046246669000000004,0.520345512,0.030526777,0.560856144,0.80846881,0.5387614510000001,0.029225003,0.532460264,0.890288321,0.924819154,0.9391686909999999,0.943974743,0.532869341,0.036773272,0.585850998,0.039419781,0.5230164939999999,0.520441044,0.058205415999999996,0.49787447100000004,0.527111282,0.027180258,0.024499218,0.581952594,0.9206511390000001,0.527304604,0.907385384,0.921718299,0.7360951609999999,0.5017008270000001,0.024771439,0.905312619,0.932632589,0.543886883,0.703899306,0.5606037220000001,0.9043700109999999,0.499211174,0.9104398229999999,0.6649599270000001,0.940077597,0.027681393,0.031313974,0.929123267,0.928933942,0.950284602,0.558286856,0.9031652040000001,0.9227957520000001,0.49663641700000005,0.9097112490000001,0.9089155240000001,0.6100583820000001,0.516196242
cg12500300,0.500394435,0.881732145,0.423682732,0.19725826,0.833506689,0.108695095,0.893305955,0.853924586,0.542403351,0.058676248,0.473228772,0.610637442,0.056343449000000004,0.541525546,0.51301803,0.47515492600000003,0.235677141,0.519194143,0.53002063,0.510914281,0.5295668020000001,0.37071514,0.497401562,0.047756725,0.43878471399999996,0.47892911299999996,0.847111645,0.900690779,0.505479908,0.14858876,0.5158769679999999,0.04966977,0.410578028,0.42454,0.767162791,0.820379781,0.460653635,0.39030012,0.7211368659999999,0.061907421,0.080133291,0.107823025,0.096647645,0.639136653,0.479887134,0.786546069,0.21290655,0.573399373,0.507120996,0.19503741800000002,0.428413548,0.6971897459999999,0.8458630090000001,0.742129507,0.23535240899999998,0.383803491,0.532951991,0.057004995,0.055308712,0.471349659,0.286674679,0.45969756100000003,0.546772038,0.498546217,0.48662308299999996,0.540037663,0.040877109,0.633870266,0.41887347700000005,0.45774301700000003,0.096215235
cg12510530,0.529741001,0.918751971,0.363002941,0.151767462,0.563476309,0.099017644,0.562418153,0.941191,0.076343835,0.49109619600000004,0.9285945529999999,0.551838544,0.082838368,0.564924842,0.559043646,0.061750795,0.5789056260000001,0.503341729,0.559942765,0.635260034,0.078204883,0.519835329,0.527930979,0.751121244,0.522406323,0.8521069809999999,0.05690478400000001,0.325925012,0.887575962,0.258571285,0.47766830600000004,0.916221202,0.8173217490000001,0.15663147300000002,0.11469091,0.254114877,0.52027969,0.030082558,0.034478831,0.559304942,0.8947399229999999,0.845840052,0.536571299,0.551063436,0.726169397,0.9274429790000001,0.45855513700000006,0.522175763,0.083659213,0.055091641,0.325524325,0.712296261,0.17197954,0.637694151,0.549121579,0.615693765,0.479365176,0.612321109,0.591420794,0.8990771940000001,0.686601098,0.634058655,0.907354036,0.340283347,0.491178096,0.909690626,0.431325212,0.766960364,0.6916012420000001,0.584003745,0.753921664
cg12542080,0.342887606,0.030834517999999998,0.227676667,0.406883072,0.660422008,0.088438042,0.451481355,0.6859926590000001,0.905393193,0.514884381,0.338622921,0.360309395,0.8625468040000001,0.839771742,0.7933504809999999,0.076136062,0.7895152440000001,0.402111795,0.824373487,0.785413182,0.787395345,0.34183578,0.7987524290000001,0.854661797,0.589202763,0.043899938,0.037846764,0.446738056,0.886933506,0.44887509,0.886758143,0.502013254,0.435643404,0.479335978,0.38348991600000004,0.8188933209999999,0.362168527,0.361789507,0.571970955,0.593909686,0.170924508,0.847361829,0.565515678,0.34700181700000005,0.76031768,0.312403461,0.92492934,0.49612069299999995,0.806673168,0.920852439,0.631139975,0.103567983,0.525218175,0.333329285,0.8559597240000001,0.852351865,0.368971604,0.308930053,0.889299689,0.487795229,0.48504985,0.664228059,0.9094926259999999,0.85110525,0.9237444509999999,0.605180343,0.715434343,0.588604102,0.836815973,0.882176847,0.363816445
cg12547939,0.518957418,0.040677702,0.568758074,0.094218291,0.5894770429999999,0.62426335,0.036208452,0.506368111,0.921271081,0.9434646879999999,0.941154279,0.056964245999999996,0.9141815809999999,0.16855472800000001,0.911185962,0.812605605,0.925015609,0.6140666379999999,0.479915525,0.10209776400000001,0.8979960090000001,0.542110329,0.860278511,0.628555477,0.049124928,0.550044578,0.596292803,0.592412391,0.580968452,0.052378161,0.7942799359999999,0.03519451,0.8892934570000001,0.90082962,0.056180192999999996,0.904634887,0.040948672,0.02653097,0.567272226,0.494977451,0.342147352,0.524652186,0.061216266,0.779479446,0.107923491,0.066155934,0.583030206,0.9234067490000001,0.912663937,0.92863258,0.9334192490000001,0.41072730399999996,0.8866951040000001,0.89358449,0.525475722,0.906714805,0.49200350299999995,0.03810107,0.032874263,0.121795035,0.91814244,0.665028947,0.540330761,0.043273919,0.9202897109999999,0.590371188,0.9163480540000001,0.5395438020000001,0.931193919,0.544779651,0.564726333
cg12549344,0.04588554,0.044155908,0.263341608,0.701576812,0.484734369,0.066119195,0.870275563,0.9357533029999999,0.5976812810000001,0.5717796589999999,0.65547619,0.937096218,0.048209238,0.13857640300000001,0.425637251,0.516467174,0.041338414,0.933567458,0.6589002629999999,0.5323328620000001,0.044643392000000004,0.511965425,0.630391864,0.532873653,0.931724247,0.620793336,0.038080472000000004,0.050257828,0.946773277,0.6100437479999999,0.08747810800000001,0.943822843,0.066193084,0.940785853,0.855638462,0.508058374,0.5918583470000001,0.6924669309999999,0.611431584,0.943030658,0.952588604,0.9538052709999999,0.076600114,0.537144053,0.034677405,0.050357328,0.755692513,0.535752831,0.940560187,0.6250625129999999,0.6613634039999999,0.907643912,0.038329179,0.555603617,0.658023775,0.39793061700000004,0.635416861,0.64352072,0.032502042,0.580018565,0.036856438,0.9476114309999999,0.556881648,0.030843271000000002,0.6526065120000001,0.63330544,0.565529353,0.034759811,0.942971818,0.53291809,0.03761014
cg12556057,0.439268463,0.433022932,0.938640715,0.56933697,0.9104076329999999,0.036694757,0.532964578,0.05687669,0.537695254,0.5240783370000001,0.048139574000000004,0.884451423,0.033758013999999996,0.436608366,0.20081301899999998,0.499193084,0.610404515,0.06984327,0.5259859920000001,0.498647191,0.85942415,0.439217972,0.033224848,0.47770867200000006,0.486754991,0.915457993,0.873992478,0.524905916,0.456208803,0.0368427,0.028357227999999998,0.03413899,0.553545194,0.8937659590000001,0.5106889929999999,0.498538735,0.464031058,0.521716186,0.032458171,0.90635883,0.512779293,0.889442814,0.5193222479999999,0.03291464,0.7377827920000001,0.034904322,0.02746608,0.5322343070000001,0.033554006000000004,0.506487878,0.90157833,0.031046477000000003,0.534455501,0.038198837,0.486248509,0.572196815,0.46007180299999995,0.9108382829999999,0.5437915720000001,0.44277619700000004,0.936257427,0.532100816,0.5312477170000001,0.432542451,0.930471963,0.53356321,0.907804695,0.530647726,0.918793092,0.516889642,0.034605669
cg12593146,0.048994185999999995,0.487398657,0.417070357,0.5290842720000001,0.812740228,0.035508158,0.436240786,0.54394999,0.499714175,0.036161399,0.045751492000000005,0.54745495,0.87504431,0.615838676,0.913293919,0.078049349,0.944324753,0.9298474809999999,0.041718355,0.513717961,0.041453998,0.304776476,0.890165164,0.857740519,0.48391577,0.069286532,0.863571008,0.42232200700000005,0.8444751159999999,0.096220165,0.44855451799999996,0.264567662,0.8946556940000001,0.904232886,0.479479363,0.495839362,0.45534601799999996,0.541504739,0.424031514,0.044331929000000006,0.5172162060000001,0.0556192,0.50548791,0.460766644,0.032643662999999996,0.9483600590000001,0.7179419340000001,0.483766491,0.908322307,0.030215446,0.033113044,0.90390491,0.9340729040000001,0.586783639,0.8863638709999999,0.56416431,0.8412052940000001,0.9119707490000001,0.24295507600000002,0.951583999,0.48954328700000005,0.596937552,0.025207037999999998,0.948983158,0.929576273,0.916118357,0.927188438,0.61853409,0.9111138940000001,0.936572692,0.25913626300000003
cg12612410,0.374029474,0.404481531,0.8617942540000001,0.442473922,0.043656155,0.5139200389999999,0.497549068,0.8252313259999999,0.46497360299999996,0.9075998959999999,0.8562875040000001,0.7869723000000001,0.074985519,0.7328265959999999,0.418991035,0.599437745,0.451686177,0.896101939,0.062142776,0.825162776,0.497598132,0.696944655,0.811128877,0.867770245,0.48374775700000006,0.805880457,0.038095878,0.502486585,0.49781599,0.053276889,0.82462891,0.490698084,0.49220342799999994,0.7804216890000001,0.44987136200000005,0.736710181,0.028778988999999998,0.030747332999999998,0.033726513,0.450656186,0.8440047340000001,0.049267549,0.475830317,0.478209159,0.034282294,0.8020491209999999,0.49006828399999997,0.491835745,0.040104376000000004,0.799928335,0.067635832,0.459185035,0.8305689490000001,0.7794523390000001,0.46247635600000003,0.456482822,0.410499949,0.480340514,0.862723908,0.84730614,0.467298668,0.831806701,0.02921507,0.7705822790000001,0.837324927,0.47860891299999997,0.432109071,0.399530636,0.884453286,0.8730697690000001,0.57335376
cg12617473,0.504733876,0.930233396,0.9081698429999999,0.574993364,0.03796496,0.496658042,0.520753655,0.512882749,0.037527622999999996,0.489391111,0.9147348790000001,0.885505178,0.9195563040000001,0.614934926,0.152034326,0.8982556829999999,0.482206946,0.8291941429999999,0.47815447,0.030585881000000002,0.8911686320000001,0.069842417,0.088467546,0.05618033099999999,0.873709865,0.94389287,0.9451358740000001,0.02502772,0.508518472,0.5247506510000001,0.900510646,0.7142968000000001,0.494947696,0.90936213,0.572948102,0.517657415,0.021726207,0.518697325,0.505247474,0.019907078999999998,0.074029876,0.061660926,0.929788312,0.9257626059999999,0.9156345090000001,0.915615928,0.961461876,0.898253491,0.536256628,0.033992427,0.025606846000000003,0.472877858,0.485040215,0.923815956,0.520813913,0.939890643,0.031897049,0.860898417,0.942933351,0.508169235,0.261049737,0.519075682,0.16077847,0.919385158,0.034040227,0.5725779289999999,0.474759155,0.5045515620000001,0.47054472299999994,0.49045786,0.5367254770000001
cg12625918,0.692279379,0.647084138,0.694192534,0.15514045099999998,0.842669307,0.659776849,0.8545030240000001,0.461195326,0.924281256,0.05228694,0.84803662,0.045642153,0.074293364,0.064209535,0.620114643,0.76842187,0.138097416,0.910346379,0.571619529,0.48632919399999996,0.6426989439999999,0.24367950000000002,0.095214131,0.9042077390000001,0.915975292,0.486430752,0.9264384520000001,0.343158615,0.549958653,0.897838792,0.524356622,0.037786041,0.836062231,0.237719116,0.59463401,0.137321971,0.043551142,0.546445423,0.40356584,0.039352011,0.538752472,0.49706763600000003,0.584898735,0.9291507920000001,0.605975598,0.706471142,0.6191629710000001,0.042372242000000004,0.954186891,0.585361835,0.435423047,0.745857056,0.10482928300000001,0.058368428,0.604890287,0.8015257990000001,0.071526749,0.874518004,0.038618293,0.909808128,0.584115186,0.8192990809999999,0.7183654829999999,0.865788679,0.699931527,0.95406459,0.929269527,0.621211317,0.08785562699999999,0.567493946,0.596445775
cg12630070,0.270624272,0.434735751,0.467570204,0.8580082259999999,0.17460373399999998,0.110699547,0.5033955929999999,0.550680611,0.589193724,0.42369322299999995,0.8729477240000001,0.47986432,0.514781382,0.130072836,0.536988465,0.11201680900000001,0.059642734,0.21050727,0.497991219,0.39085075399999997,0.054506617,0.41728350399999997,0.19585816399999997,0.926629459,0.113854466,0.671907003,0.949844405,0.46341415,0.686488793,0.729419404,0.10977320900000001,0.179974403,0.284007308,0.45612466799999996,0.42994866,0.880904219,0.467637993,0.8796239029999999,0.5874385010000001,0.078484003,0.8671755170000001,0.51129332,0.925985603,0.20698849600000002,0.505739772,0.6067653820000001,0.521022681,0.063981768,0.33931018700000004,0.49335790700000004,0.43507876100000004,0.193871032,0.22721702,0.469101582,0.109778775,0.032814064,0.9178783070000001,0.386096117,0.39849850600000003,0.441724926,0.440681728,0.532076994,0.126754072,0.10598285699999999,0.613609418,0.508759512,0.501068773,0.666772669,0.28821645,0.526536122,0.8541165279999999
cg12630339,0.136270109,0.677733557,0.9388019190000001,0.916683859,0.088580066,0.079687599,0.056137880999999994,0.687119642,0.681565601,0.614085356,0.5576010779999999,0.912979632,0.305853239,0.939872313,0.785669862,0.237532474,0.146656059,0.905094335,0.926969088,0.9254345390000001,0.733481052,0.8632429490000001,0.610173828,0.07061917599999999,0.449505389,0.872413605,0.117174971,0.576790809,0.883901968,0.532907348,0.62099391,0.497159928,0.7167416440000001,0.894280055,0.53317821,0.8990701320000001,0.078925595,0.5675920760000001,0.067528559,0.719327174,0.703805337,0.11234782300000001,0.06537449099999999,0.584653868,0.864279074,0.701884585,0.650220777,0.049414908,0.661373931,0.655085894,0.49374676,0.610899305,0.572505846,0.6105180689999999,0.109966707,0.650113547,0.620077119,0.6477412029999999,0.062480485999999995,0.9285674559999999,0.063039909,0.655477319,0.930766897,0.08030912700000001,0.60305582,0.59289885,0.24285658100000002,0.08839625599999999,0.653138797,0.9080272620000001,0.897675057
cg12675345,0.028368623,0.34957640700000003,0.13418107699999998,0.875525787,0.398403422,0.031770972,0.38329042,0.229922116,0.889805093,0.8526621390000001,0.436647155,0.80416811,0.130338293,0.935649552,0.85685443,0.45847033600000003,0.6972729670000001,0.8817881999999999,0.521274248,0.42721360399999997,0.374128908,0.40629901,0.431649619,0.904454599,0.42497311,0.416955432,0.84466122,0.44365253600000004,0.154814369,0.475725767,0.850455924,0.87697396,0.039543586,0.05258096,0.7792450870000001,0.045295397,0.44816838600000003,0.399690844,0.41368951,0.48659136299999994,0.49567226700000006,0.793720195,0.8540465859999999,0.034938031,0.8756543590000001,0.221914395,0.5823790670000001,0.458472034,0.47244647100000003,0.8769272640000001,0.425904876,0.39469147,0.80040417,0.77775808,0.776968083,0.572515279,0.48661568200000005,0.487531224,0.024260949,0.702597488,0.8562099390000001,0.49207755,0.855195921,0.42680839,0.839948873,0.8645179759999999,0.44655926700000004,0.444185929,0.45044386,0.474922557,0.8231719890000001
cg12689803,0.565170579,0.02910619,0.183483724,0.76922411,0.074049275,0.036584603,0.609268445,0.027628847,0.9422424840000001,0.540433064,0.95287119,0.882254877,0.952918872,0.159787332,0.611703711,0.6168453629999999,0.935098668,0.630419234,0.44780924,0.021898906,0.906648198,0.78000573,0.090766302,0.564558421,0.049859571,0.5313767389999999,0.9191190220000001,0.9438685240000001,0.6311538870000001,0.026559213999999998,0.497377815,0.028847691,0.528426547,0.5441644729999999,0.536902758,0.483437711,0.48481167700000005,0.516679397,0.026264718,0.5590997839999999,0.569581341,0.574692352,0.520267781,0.896288155,0.91049516,0.93127992,0.049133446,0.031318661,0.027378773,0.071366021,0.516588498,0.566895814,0.906610377,0.111108501,0.5059244039999999,0.585221807,0.9258049840000001,0.512584768,0.040644478,0.502898118,0.5149706000000001,0.510961142,0.585859346,0.551889474,0.547902797,0.9495615909999999,0.879477906,0.044710734,0.551602533,0.533837082,0.043193643
cg12700324,0.059522987,0.514135265,0.329972889,0.065165045,0.9072545209999999,0.892220811,0.167845865,0.752476302,0.05567599,0.037029373,0.531970706,0.834933409,0.450367044,0.7732457140000001,0.8573444859999999,0.669917149,0.6878072409999999,0.121265421,0.543455554,0.795405631,0.7783631129999999,0.235687571,0.133996806,0.038880962000000005,0.309379025,0.47147113,0.030843881,0.8720554490000001,0.897114313,0.15213232699999998,0.230056005,0.35236318,0.553083439,0.8989681909999999,0.65206829,0.5675767420000001,0.074897795,0.247237318,0.544818154,0.8773322570000001,0.055379082999999996,0.753768808,0.887790722,0.864555018,0.5725766489999999,0.880208685,0.039911467,0.321020884,0.343622169,0.53248032,0.579601909,0.8424328870000001,0.911345148,0.54057474,0.47740581200000004,0.531317753,0.513294979,0.556826472,0.622958187,0.890092439,0.823683837,0.43647558799999997,0.921594457,0.033223651,0.8675886829999999,0.950773812,0.5151587639999999,0.555528101,0.42421106799999997,0.9289991009999999,0.545850804
cg12716032,0.038712685,0.03457848,0.888286894,0.233862386,0.493880462,0.6301330270000001,0.942918646,0.590449374,0.5258297820000001,0.497571885,0.507982532,0.907927362,0.046039638,0.5129266610000001,0.8661225770000001,0.51317934,0.06388490299999999,0.126084065,0.911103531,0.7933117690000001,0.062029355999999994,0.488411475,0.892116685,0.908786853,0.062288841,0.062305517000000005,0.73723831,0.893794539,0.9035762909999999,0.592846193,0.081124616,0.46855236200000006,0.043875269,0.49759604799999996,0.45569832299999996,0.500221179,0.904776838,0.9118667229999999,0.49102171200000005,0.887005183,0.931411738,0.5053111379999999,0.588134522,0.127998966,0.7247778340000001,0.9163696709999999,0.15774110800000002,0.583581841,0.581342328,0.9139323509999999,0.605278241,0.5318390129999999,0.49239844899999996,0.810691611,0.533081348,0.667741089,0.937000176,0.038292003,0.539830891,0.920631102,0.5718866770000001,0.846021635,0.9301229809999999,0.891871539,0.47164492799999996,0.55345688,0.530020158,0.540956266,0.928631167,0.490538975,0.58549496
cg12730165,0.62061717,0.233761511,0.947144155,0.8919416659999999,0.6067592079999999,0.044868024000000006,0.565988244,0.933478494,0.475227171,0.052271600999999994,0.581975847,0.608869757,0.608078036,0.585431319,0.707396745,0.87411291,0.925640123,0.47906691700000004,0.502970999,0.571948197,0.108115825,0.578523158,0.522296643,0.035129059,0.524196263,0.597391949,0.052810623,0.934746361,0.931482479,0.588952465,0.508608185,0.402858381,0.704162353,0.596687464,0.585350798,0.8663947670000001,0.745278263,0.036207791,0.64283958,0.042032814,0.679077797,0.8839101770000001,0.924228446,0.495509445,0.566277031,0.545734694,0.083428214,0.193744529,0.10026847900000001,0.544249695,0.872927708,0.600955895,0.9142079259999999,0.574142542,0.516684079,0.6888875329999999,0.051995889,0.320766082,0.9312720720000001,0.913415475,0.040978064,0.293849204,0.949876323,0.931464799,0.538467511,0.55126436,0.536209826,0.184022007,0.930332079,0.911471004,0.897423002
cg12766785,0.433899045,0.36669389799999996,0.42809345200000004,0.698833072,0.862906958,0.051230081,0.855255147,0.7674023390000001,0.12330890300000001,0.524802642,0.895128797,0.092729004,0.03549793,0.854241287,0.497769364,0.528650828,0.047281569,0.506451264,0.8941836479999999,0.490624596,0.89605729,0.578880617,0.877785609,0.884244377,0.040842176,0.524921969,0.600865758,0.056065937999999996,0.479541875,0.459868801,0.11189052099999999,0.6921114190000001,0.447584456,0.598219611,0.535434184,0.557956152,0.049878614,0.044094218,0.6010859279999999,0.029938092000000003,0.903722163,0.552853368,0.508471,0.47159127799999995,0.022473516000000002,0.509425289,0.334252084,0.669931932,0.060579184,0.901347543,0.06702910200000001,0.48694601,0.11037339,0.09355397800000001,0.239823466,0.395805733,0.82616161,0.93482313,0.073565987,0.88019226,0.268625682,0.139391338,0.506837925,0.913085961,0.621679242,0.476726761,0.89962524,0.435442124,0.573030771,0.752876435,0.48697936
cg12769904,0.8917356470000001,0.952060647,0.427251768,0.451319268,0.702682172,0.04322448,0.6886061659999999,0.41781178,0.892292813,0.036727124,0.814507987,0.082068537,0.441682433,0.363304881,0.365705921,0.7932993759999999,0.940712482,0.737164349,0.5027798689999999,0.532064054,0.87634718,0.448775565,0.437129383,0.921292867,0.807986467,0.06210439,0.38873974200000005,0.914645939,0.869140551,0.9002305559999999,0.435644226,0.9303943720000001,0.865804153,0.399353509,0.110786711,0.8351088409999999,0.79152182,0.209816333,0.432592534,0.453339923,0.819134582,0.03112494,0.855251433,0.462460766,0.36534278299999995,0.409831249,0.41229978700000003,0.452369184,0.8602754429999999,0.44305503700000004,0.8782204929999999,0.42419813700000003,0.424380154,0.848122335,0.86805074,0.018122757,0.01480025,0.413930481,0.460476334,0.026571813,0.47369833,0.412024225,0.9355294559999999,0.43217725700000004,0.8682130859999999,0.488385429,0.902865294,0.89032063,0.935053988,0.792025853,0.830711603
cg12791520,0.566490246,0.636365203,0.560613382,0.643067309,0.157537229,0.058020635999999993,0.547908249,0.453429229,0.051356421,0.882789452,0.9138582209999999,0.9333517590000001,0.084688018,0.928536805,0.55200358,0.6464496829999999,0.90591565,0.870130662,0.59651733,0.5842308420000001,0.628297433,0.862841367,0.062666578,0.615869169,0.7198074809999999,0.487708553,0.91728432,0.9241847809999999,0.061518228,0.661045574,0.520827802,0.603687236,0.062933378,0.075129688,0.926335793,0.475842535,0.885283954,0.522771926,0.08359005,0.9093211529999999,0.9267018890000001,0.924291071,0.932276048,0.074307578,0.8854441009999999,0.9151694340000001,0.6003294029999999,0.516173194,0.502950181,0.046992310999999995,0.919218477,0.598808343,0.464556022,0.062786538,0.851267771,0.760020382,0.863328408,0.9003160309999999,0.69718776,0.657445614,0.934546262,0.666131404,0.926504076,0.553651806,0.897630154,0.92471779,0.9060355,0.62817849,0.512080624,0.9338237140000001,0.882206057
cg12795233,0.41159189399999996,0.9370200740000001,0.308040013,0.592386423,0.941937942,0.458189244,0.033157402,0.149125904,0.42061744700000003,0.741254785,0.039812613,0.492918388,0.948179395,0.4933474,0.175449723,0.41924383200000004,0.936135789,0.232335199,0.61642585,0.396755267,0.076786811,0.189167639,0.908719304,0.030773854,0.241065718,0.356331859,0.965482573,0.784212343,0.949882309,0.916788319,0.950812247,0.666019907,0.925947127,0.12140585,0.519718204,0.9327065790000001,0.551160574,0.539033325,0.02610136,0.029495062000000002,0.950419322,0.89006288,0.911949901,0.532348247,0.5620615520000001,0.9175714159999999,0.5750037579999999,0.488452726,0.5093278960000001,0.023187651,0.50534639,0.44456012,0.926329581,0.918874205,0.5580073729999999,0.44998342,0.035764111,0.031191255,0.9377834340000001,0.029554356,0.280256712,0.48604682899999996,0.408980012,0.51210371,0.5005866760000001,0.480149661,0.48851548,0.151878869,0.958858255,0.032780456,0.556341337
cg12817574,0.38863509799999996,0.363911507,0.882338547,0.80212072,0.484975561,0.08518423800000001,0.44358854299999995,0.518490001,0.438668954,0.828424066,0.84029488,0.5368506679999999,0.064888285,0.507352951,0.830626862,0.522953976,0.8181108290000001,0.9193657159999999,0.032059371,0.183556773,0.847808529,0.7500634829999999,0.48451244299999996,0.43447583799999995,0.939089288,0.566315911,0.501074579,0.47923381,0.46272730700000003,0.496557588,0.81970256,0.029977162,0.485036202,0.43740332600000004,0.763656995,0.810422931,0.033861678,0.021787171,0.44620666299999995,0.48009807,0.930413651,0.8228981,0.804679555,0.08412931300000001,0.9093415159999999,0.172296368,0.893457348,0.864370275,0.859876075,0.867129508,0.610796409,0.7388585940000001,0.43918901899999996,0.065225028,0.5080851510000001,0.022249743,0.323779528,0.44646466100000004,0.47736796,0.40078889700000003,0.309679809,0.934119358,0.8587409859999999,0.892128522,0.431157405,0.886793521,0.569456393,0.913738175,0.877480358,0.394197963,0.942600267
cg12822769,0.857655849,0.518317065,0.18105089,0.6798497459999999,0.315897827,0.560357226,0.26915436600000003,0.865181968,0.533332543,0.427987833,0.9338098779999999,0.073529595,0.11868818099999999,0.770273145,0.871291955,0.666661149,0.501498057,0.610891734,0.16142447099999999,0.5646738689999999,0.797747632,0.320684236,0.918832981,0.050085736,0.603830847,0.573321382,0.561181312,0.511687305,0.17461165,0.808478354,0.091603078,0.54598307,0.29445448,0.23424463899999998,0.7747523409999999,0.194540591,0.9059468909999999,0.9139256590000001,0.609964469,0.553738729,0.6706184270000001,0.072465745,0.843298416,0.920460477,0.104785701,0.64523791,0.729690394,0.949087558,0.440622315,0.37510871799999995,0.740537894,0.935074691,0.167821727,0.547062277,0.931776873,0.699154756,0.053863352999999996,0.898058232,0.715290182,0.603273856,0.038305818,0.165070987,0.951640493,0.927685712,0.628166377,0.9378215059999999,0.23361115600000001,0.891501674,0.566763301,0.88764487,0.14321547099999998
