,UAGB11,UAGM13,UAGW14,UAGW15,UAHB16,UAHB17,UAHB18,UAHB20,UHL13,UHL14,UH15,UH16,UT19,UT21,UTL22,UTL23,UF11,UF13,UF14,UF15,UQ25,UQ22,UQ23,UQ24,UR1,UR3,UR4,UR28,US16,US17,US20,US29
cg14753161,0.5413272929999999,0.950709938,0.077452247,0.029020373,0.261166157,0.638609996,0.025829201,0.034604714,0.503979969,0.86947809,0.063576282,0.025363635,0.892883137,0.254627447,0.5219934039999999,0.416043608,0.537403701,0.521916251,0.508728375,0.606085831,0.540717309,0.059964914,0.48978047,0.193947205,0.114244353,0.035204709,0.494860678,0.6922931259999999,0.519186813,0.499468339,0.130554468,0.8060736070000001
cg14766775,0.8169891579999999,0.840129004,0.569147455,0.8917107940000001,0.947808983,0.25515041,0.203325426,0.71423611,0.834611697,0.8100222009999999,0.337230271,0.600506102,0.7725882409999999,0.675319344,0.551025144,0.740361038,0.790597202,0.922414234,0.480953896,0.735480055,0.434052375,0.370940954,0.57393154,0.803101845,0.07015373,0.641580643,0.4972792270000001,0.034533258,0.895040669,0.462475524,0.06129041,0.446073999
cg14817501,0.215882765,0.30267133,0.488536053,0.813825647,0.709110872,0.802058475,0.895607143,0.529082044,0.319725059,0.491565004,0.91857846,0.517104872,0.54007129,0.246362368,0.522678729,0.740046172,0.8841210909999999,0.193288366,0.429612486,0.8790809279999999,0.557963445,0.111583567,0.7622344759999999,0.249679524,0.8419627690000001,0.931639539,0.935233204,0.5642039320000001,0.939767602,0.812850559,0.201000357,0.641935171
cg14845024,0.479655565,0.588691391,0.633343075,0.101364788,0.8929125179999999,0.627456824,0.641082167,0.571707987,0.188253963,0.8965947459999999,0.757623699,0.8393893259999999,0.91822077,0.604084026,0.654500973,0.898100963,0.903017747,0.5424780539999999,0.045260603,0.830843323,0.6253394879999999,0.16886109100000002,0.147286046,0.529549608,0.6905629879999999,0.048367988,0.940410205,0.053975933,0.509951465,0.415714399,0.559496755,0.767861545
cg14862884,0.927751274,0.537392138,0.413547959,0.44002131,0.293690838,0.038635712,0.266485458,0.8461419240000001,0.447334284,0.051155619000000006,0.7741954090000001,0.456973705,0.581297697,0.873225604,0.158871348,0.4808557,0.07391752,0.501393275,0.491986889,0.031410689,0.446857194,0.022375332,0.5191009529999999,0.8232736270000001,0.5095305379999999,0.755404205,0.445712198,0.473944255,0.465043659,0.454475738,0.516726951,0.445389906
cg14863413,0.109440999,0.510524882,0.381061629,0.027043584,0.19121284,0.138766826,0.374877073,0.557216782,0.185170638,0.53957004,0.378760416,0.409769177,0.854208657,0.378944863,0.7784421109999999,0.428867054,0.4008449670000001,0.439083515,0.215234822,0.8743094309999999,0.569211252,0.527745293,0.456741434,0.7268306529999999,0.527963465,0.050971418,0.075770803,0.7933064409999999,0.118656327,0.230639918,0.5116602170000001,0.183116912
cg14907703,0.437248871,0.262022341,0.330401253,0.852371923,0.868263855,0.462499226,0.07826045599999999,0.481297302,0.560203496,0.4419625170000001,0.675377062,0.743631024,0.894488643,0.816741141,0.459434774,0.80225413,0.472569649,0.789160737,0.834412248,0.226136815,0.650908035,0.8050999640000001,0.430675133,0.196299833,0.458125693,0.429846138,0.041548656,0.057333629,0.500364056,0.296952707,0.08665631800000001,0.8429377020000001
cg14916097,0.469134391,0.347118023,0.505332754,0.049271077,0.946436875,0.102569056,0.330627006,0.856852622,0.499162928,0.590546496,0.237676234,0.801919389,0.89561018,0.5938058589999999,0.433413958,0.346102029,0.656571016,0.092781633,0.544143577,0.323712997,0.293236751,0.104547732,0.434638959,0.406853447,0.401273464,0.433924695,0.399405092,0.451933345,0.891820554,0.214405148,0.432631834,0.451333455
cg14924300,0.58491456,0.7810136670000001,0.300935419,0.067796095,0.497350184,0.541586233,0.067200194,0.16301301599999998,0.59535814,0.8733134220000001,0.275484407,0.420188336,0.077619812,0.6480546429999999,0.597807141,0.721602414,0.634790702,0.518904276,0.132037291,0.355401171,0.32983465100000003,0.892220275,0.4560808870000001,0.53572872,0.073987882,0.40449376,0.498752148,0.460186953,0.522267562,0.530905399,0.040927792000000005,0.51719435
cg14945539,0.07734917599999999,0.506673503,0.370812563,0.472087927,0.724213393,0.415543637,0.586930232,0.432365959,0.512661774,0.760762191,0.635543506,0.84362299,0.59845652,0.31098553100000004,0.555722749,0.659126465,0.8182863909999999,0.036751455,0.051968602,0.026513158,0.253167639,0.810364522,0.254640712,0.188508511,0.8498497979999999,0.289365568,0.464634242,0.575263298,0.184738547,0.346291865,0.7358195270000001,0.57940439
cg14955976,0.278310674,0.51280256,0.4129759320000001,0.5969367529999999,0.311889963,0.86593216,0.59929039,0.92678963,0.257820609,0.530735274,0.588322404,0.901121082,0.918403594,0.875093123,0.8833453490000001,0.718478099,0.521653418,0.479759214,0.162003239,0.100459182,0.916730176,0.46344511,0.798305904,0.523415008,0.549741599,0.372503139,0.851066172,0.134154091,0.038233998,0.50007739,0.193001514,0.308120449
cg14992311,0.935833543,0.76320888,0.8409668840000001,0.473834713,0.443977391,0.7011190909999999,0.249577743,0.786031736,0.517668892,0.615437461,0.809932263,0.71138443,0.454516031,0.52116084,0.895287167,0.824639882,0.7053194559999999,0.342277845,0.537933427,0.856998429,0.771528297,0.464625214,0.453236151,0.477367628,0.251748457,0.375096519,0.7279234109999999,0.823925225,0.096780339,0.6987716540000001,0.151781101,0.78881624
cg15013315,0.564970047,0.54291342,0.945293871,0.595027802,0.771701665,0.921613786,0.493096758,0.255480231,0.152482912,0.043723655,0.449676618,0.496098581,0.914864567,0.808854237,0.894951787,0.6897622170000001,0.560861276,0.855256253,0.544074,0.6710705610000001,0.452412775,0.939898496,0.3663633,0.617749784,0.956094291,0.526747027,0.036434801,0.517801681,0.46072672,0.467455451,0.140472022,0.541977609
cg15016405,0.104229282,0.947944092,0.512169146,0.10529460000000003,0.725968032,0.239827515,0.464916618,0.276412723,0.228385228,0.8361785620000001,0.695737472,0.37411021,0.938969656,0.233150317,0.546210454,0.542055614,0.455337351,0.234245087,0.196982015,0.24456321600000006,0.315822804,0.540929686,0.57669654,0.6114309,0.123572867,0.598032797,0.930181204,0.528402735,0.5133433079999999,0.272668044,0.210441823,0.227627548
cg15072134,0.523789436,0.853228305,0.084314325,0.07765512,0.81074201,0.058340533,0.468068893,0.028727158,0.151740014,0.476713646,0.629693426,0.440073831,0.836750195,0.50327018,0.471942209,0.473926029,0.458701673,0.835064329,0.472277612,0.243208783,0.12575920599999998,0.035716239,0.032435638,0.113199164,0.065137464,0.896244083,0.466410019,0.504684106,0.444372982,0.499119068,0.818122681,0.622507565
cg15109207,0.933168531,0.557227756,0.955838818,0.5980664720000001,0.517985818,0.66308388,0.785857088,0.659560702,0.538310058,0.5530777920000001,0.8901962179999999,0.582215736,0.455163662,0.372069548,0.145503469,0.08265937400000001,0.474614648,0.024633909,0.056336832,0.216370934,0.951145342,0.02383412,0.106021161,0.480528455,0.091633962,0.577010674,0.237003416,0.04882923,0.508024644,0.579679765,0.877890773,0.90954445
cg15134159,0.489768507,0.4652010070000001,0.310282696,0.48801458,0.93071128,0.089901002,0.530180619,0.8430335809999999,0.500138272,0.897367457,0.8353816690000001,0.54130448,0.116368508,0.471144686,0.889323813,0.56322708,0.48445855,0.134964741,0.764676239,0.5419557389999999,0.459745049,0.461902882,0.8600910540000001,0.481418456,0.5146416739999999,0.322011557,0.830459615,0.469713029,0.572743836,0.49369858,0.891675161,0.4706659000000001
cg15135240,0.553450459,0.044842042,0.922107341,0.566228026,0.615122009,0.5751160129999999,0.75706504,0.513888117,0.58409029,0.895059005,0.543491075,0.8854729159999999,0.91023578,0.483877731,0.05643944400000001,0.446986833,0.914049578,0.035275062999999995,0.527352611,0.694410999,0.521707275,0.391591226,0.607165783,0.505661981,0.490643363,0.457144723,0.534934106,0.461127618,0.901394421,0.479885884,0.553191481,0.029297892
cg15205743,0.331812489,0.7258900420000001,0.860460083,0.669798012,0.533127105,0.554818779,0.685814899,0.796813216,0.43114959,0.515936479,0.28748845100000003,0.47909065,0.839268205,0.780849828,0.69915425,0.589137418,0.952939404,0.041625024,0.200766186,0.893652709,0.914712848,0.57435647,0.535948171,0.188572711,0.912644875,0.718837921,0.55797706,0.581692232,0.737836155,0.287305438,0.496876269,0.584887037
cg15207078,0.706201303,0.596884057,0.922993818,0.073521954,0.926500169,0.830206613,0.641801462,0.337663086,0.450958422,0.53179429,0.804584665,0.5337636179999999,0.036010585,0.389787548,0.5933227,0.473034343,0.40304367,0.870056128,0.83376473,0.611970936,0.630022674,0.787865239,0.8548424000000001,0.58328434,0.54053548,0.130487147,0.386942601,0.911697854,0.5285017120000001,0.368910034,0.532655862,0.307481926
cg15215055,0.477994021,0.506112174,0.380942836,0.7968212659999999,0.6714820229999999,0.4483156270000001,0.456314825,0.5585159670000001,0.395174178,0.401708281,0.33082948,0.14740563,0.11599138,0.446643782,0.476476884,0.596390224,0.6631566529999999,0.670140753,0.108355679,0.5911197739999999,0.422738676,0.130715485,0.441600115,0.492708999,0.831546316,0.128126429,0.85882941,0.581379267,0.718393587,0.07229222099999999,0.910194861,0.393668564
cg15229628,0.580755795,0.573866179,0.921308885,0.724002092,0.699325082,0.669449207,0.947682968,0.571650964,0.546136562,0.6124473779999999,0.614573579,0.066341865,0.068718458,0.895588442,0.56532128,0.773899575,0.59863328,0.111492441,0.552718805,0.299067819,0.605727511,0.507220963,0.903934176,0.8966984159999999,0.5595231310000001,0.938643257,0.934648999,0.589324595,0.615937325,0.5437346120000001,0.489456844,0.061596232
cg15264404,0.053234687,0.916043691,0.045658464,0.033380592,0.94614892,0.610606581,0.310098556,0.927647556,0.104625891,0.919215583,0.8534468000000001,0.538905296,0.522449927,0.516684713,0.878895662,0.40918321,0.917177036,0.916156289,0.027228402,0.043105316,0.083587657,0.033551189,0.90067305,0.261328172,0.058724168,0.482665189,0.5515653629999999,0.510933406,0.039608044,0.564711855,0.8849587740000001,0.532738399
cg15318890,0.13785581800000002,0.487886308,0.8678084620000001,0.502138996,0.8290448229999999,0.441853517,0.677757307,0.88937237,0.431260198,0.090249821,0.443620006,0.835369833,0.8428666220000001,0.189001808,0.206933267,0.35361382700000005,0.482774321,0.546776999,0.043752174000000005,0.41169765,0.104459898,0.506391675,0.8848294390000001,0.520976086,0.464902621,0.429790717,0.866214989,0.514216879,0.876804962,0.0630616,0.893356692,0.045915121
cg15332782,0.4973032,0.6923520870000001,0.296923326,0.492568064,0.542533442,0.604986974,0.394661055,0.093731281,0.863909143,0.8737145479999999,0.384790532,0.673258122,0.441188208,0.739890851,0.790544747,0.544130725,0.689747278,0.386009571,0.346661795,0.696991358,0.383129229,0.119724193,0.453963581,0.406456411,0.48390792,0.227225024,0.203476244,0.700428073,0.35384127200000004,0.114616111,0.439708241,0.8267520829999999
cg15333123,0.080387452,0.084829575,0.548007378,0.493043703,0.064203343,0.489059873,0.156828875,0.450584871,0.414042343,0.349589745,0.224080205,0.56059195,0.420168885,0.40553706,0.27760769,0.308447262,0.687820975,0.880029383,0.586731535,0.364261347,0.528384223,0.121653406,0.874085683,0.830123488,0.26400791100000004,0.750322478,0.157501675,0.500860274,0.199644604,0.82181055,0.285396518,0.400517994
cg15389977,0.473126408,0.466020872,0.38947999,0.416107033,0.591901227,0.8661275190000001,0.082694906,0.393928324,0.422879756,0.413437129,0.826407868,0.431066535,0.82941537,0.916117155,0.40628109,0.791007109,0.111569139,0.448931461,0.431064883,0.780685617,0.427054413,0.576541503,0.8254193209999999,0.160721325,0.412147235,0.411284936,0.844321186,0.414439118,0.8383499959999999,0.431786079,0.458307962,0.507058495
cg15401399,0.5406990970000001,0.769968077,0.305978677,0.051325388,0.367951851,0.285774374,0.458445805,0.472715625,0.46373153,0.8704087490000001,0.846376226,0.723139141,0.5533636439999999,0.625004153,0.703117742,0.813424661,0.851514381,0.786424777,0.050241565,0.5088588310000001,0.461702131,0.108439306,0.083169467,0.6661622429999999,0.561261524,0.044764684000000006,0.079067334,0.7146927,0.577427887,0.64068912,0.432540152,0.8015244659999999
cg15479427,0.443602235,0.7426031609999999,0.506452172,0.062327672,0.341334993,0.47464811,0.223782622,0.07363091599999999,0.461389215,0.06890394700000001,0.487667752,0.637235809,0.104076822,0.701869847,0.741904234,0.3945273620000001,0.440430186,0.444719895,0.117862363,0.589164585,0.408189192,0.5974402639999999,0.8070224090000001,0.422956846,0.7947186079999999,0.304497001,0.75184741,0.090202559,0.557603941,0.240380816,0.439015366,0.6266441779999999
cg15537551,0.486988316,0.063581674,0.32115173,0.05976084,0.4430805,0.95801497,0.168222371,0.95061806,0.8968621520000001,0.913034326,0.420550579,0.407248269,0.902643568,0.74639827,0.458571595,0.443521435,0.87907211,0.840188968,0.426238932,0.47581386,0.031320761,0.5113681210000001,0.46946749,0.281431824,0.18788882,0.436747908,0.917827999,0.451353839,0.07868246599999999,0.079412679,0.692455508,0.433120024
cg15546015,0.594836675,0.189174752,0.100237005,0.401895921,0.028779485,0.604115163,0.694015655,0.471812464,0.691963145,0.755575955,0.805818567,0.4148327570000001,0.773486965,0.424202929,0.7404777929999999,0.690925398,0.608973708,0.64178334,0.112134511,0.68167515,0.248619351,0.536707271,0.611159482,0.730577088,0.334409467,0.4053106970000001,0.668402774,0.708461351,0.42440158,0.6642865410000001,0.387091201,0.403272395
cg15549873,0.457702698,0.479791507,0.5785279000000001,0.021703958,0.487484936,0.866642955,0.329391677,0.312022547,0.74063081,0.376503458,0.540147817,0.907471288,0.040037886,0.112405778,0.466804656,0.370143125,0.056168242,0.482703217,0.066211114,0.326350498,0.281987882,0.524580047,0.5101461620000001,0.454131848,0.921044635,0.350927982,0.5464380010000001,0.034672653,0.431329799,0.227669596,0.470316449,0.145506932
cg15552637,0.040546242,0.50603728,0.31692965,0.534391371,0.936646515,0.182008522,0.300673114,0.626307301,0.243557975,0.865549129,0.8720838059999999,0.8411251009999999,0.892821234,0.463524672,0.7590318909999999,0.769326388,0.85482805,0.369948939,0.913024903,0.472080141,0.7644524970000001,0.90274792,0.474474519,0.8008214859999999,0.472121487,0.44986135,0.411191708,0.449281509,0.027009506000000003,0.097380694,0.246771344,0.489535872
cg15567159,0.113633769,0.8834001990000001,0.5369937260000001,0.580582014,0.875996875,0.476263441,0.083371817,0.186233654,0.8454944870000001,0.912305638,0.580571713,0.680006874,0.911337031,0.7128863459999999,0.593246945,0.597955489,0.642729061,0.904088556,0.620535569,0.5352258529999999,0.86747744,0.894439773,0.198692913,0.557999685,0.048518182,0.5360686170000001,0.45347153,0.513120595,0.040815745,0.5294933270000001,0.129282528,0.655802257
cg15628120,0.551772508,0.902718508,0.831128649,0.537562962,0.93844006,0.063131627,0.531475511,0.035264899,0.8931844529999999,0.903244755,0.888572365,0.8395469809999999,0.487764046,0.488088615,0.153802569,0.519571773,0.830040962,0.066990067,0.036121336,0.032674276,0.467454405,0.89007761,0.872020088,0.043818502,0.921447437,0.5225118879999999,0.2279416,0.522116528,0.839392716,0.8811824220000001,0.535925597,0.8947635979999999
cg15645728,0.6040785670000001,0.5304895589999999,0.540129315,0.611408249,0.8034332190000001,0.599546562,0.673042771,0.328722207,0.8593788490000001,0.552282597,0.866831768,0.674919864,0.57471923,0.87070852,0.860827945,0.820808249,0.894647352,0.917964016,0.044773442,0.559346566,0.035120756,0.5264095,0.924975845,0.22041199,0.8910981609999999,0.042973849,0.526591328,0.031947839,0.109718939,0.200101435,0.483563594,0.90483322
cg15657076,0.162307695,0.462490274,0.088762627,0.0727394,0.14733135,0.063096951,0.131753607,0.513291142,0.502710653,0.883791529,0.8075588140000001,0.885473063,0.44663176,0.100352135,0.15870985199999998,0.673872793,0.027569024,0.302852313,0.439057769,0.420724238,0.610402121,0.857626214,0.824365358,0.315247752,0.940276086,0.055967393,0.458831226,0.462338829,0.86317103,0.020269645,0.509176936,0.862900041
cg15689759,0.091993704,0.100112438,0.046438769000000005,0.925017938,0.119354772,0.908286538,0.052318751,0.6798104690000001,0.133248906,0.249867095,0.183117427,0.505623968,0.5674541670000001,0.473706776,0.56900502,0.602376282,0.41127615,0.877075022,0.521774676,0.158492531,0.6075321579999999,0.52333784,0.034293013,0.591174801,0.949142219,0.277402365,0.298938233,0.52903551,0.436164978,0.139086608,0.194394563,0.45560936
cg15714223,0.7587960979999999,0.7972617470000001,0.545561793,0.926376556,0.5778360260000001,0.105395147,0.4221520620000001,0.480040875,0.7689010890000001,0.7877779309999999,0.817790923,0.249322538,0.893695969,0.505556468,0.417063527,0.85460625,0.827048083,0.418576997,0.376285861,0.381858066,0.778582239,0.203112702,0.589621878,0.466190005,0.750313178,0.347795206,0.895476163,0.520745066,0.788594551,0.8877784740000001,0.390310683,0.505006992
cg15756917,0.082113536,0.496207724,0.244857388,0.25049825600000003,0.467679463,0.4144978620000001,0.44732738,0.397780904,0.192511585,0.188164045,0.08517512699999999,0.815072089,0.472750389,0.41858284,0.742878255,0.476356951,0.420740954,0.8269175409999999,0.295849478,0.735463968,0.29970392100000004,0.8707736759999999,0.867592582,0.750540248,0.477131103,0.07312215799999999,0.436174901,0.458220496,0.074710578,0.7715314040000001,0.5407700129999999,0.434118546
cg15759567,0.161835228,0.850092872,0.06291618,0.073042031,0.7095640990000001,0.5874123370000001,0.374687669,0.476235186,0.5094818560000001,0.50168729,0.8910133859999999,0.7783305079999999,0.923985558,0.845327866,0.485240288,0.4893992999999999,0.928983503,0.455132736,0.244863839,0.568485399,0.8228532,0.082933155,0.872331394,0.6160603610000001,0.8697967259999999,0.4925208270000001,0.457479355,0.547607715,0.497940955,0.082235104,0.459882227,0.414230743
cg15781926,0.5226560029999999,0.109474988,0.513843014,0.541118488,0.938999959,0.4840731820000001,0.143695064,0.598127455,0.518156124,0.584258553,0.881094829,0.66511506,0.160633547,0.139245227,0.486589356,0.71293357,0.879097226,0.86104593,0.550930344,0.496643892,0.766015496,0.036211766,0.542703616,0.556144189,0.848917678,0.699937074,0.466068386,0.043227036,0.85857625,0.436353669,0.527206245,0.553673659
cg15794017,0.27023662800000003,0.107291982,0.920562347,0.471635852,0.541954009,0.562045724,0.162333783,0.929372944,0.488502776,0.5506039229999999,0.513845871,0.06353389799999999,0.886919487,0.921369796,0.822329451,0.622715947,0.518831113,0.5016519,0.922751756,0.526095185,0.48505772,0.512781933,0.08517947099999999,0.917606138,0.079567895,0.056258635,0.55291921,0.042787375,0.601961655,0.08120654,0.90719015,0.5666357160000001
cg15831364,0.18886721,0.46465272,0.360008475,0.901685214,0.570362127,0.84361579,0.374887228,0.738864752,0.624613659,0.488309154,0.6714055040000001,0.640154467,0.471235253,0.159144053,0.871771925,0.521777579,0.417436978,0.142336414,0.226360668,0.5333926999999999,0.357914756,0.54387119,0.667239814,0.283806354,0.157002646,0.5993713589999999,0.520379247,0.6956868079999999,0.41368169,0.274857042,0.121239841,0.775169386
cg15837636,0.605719507,0.082519785,0.578181785,0.946178997,0.649276462,0.036512249,0.447408636,0.469414903,0.89673931,0.429248056,0.775646938,0.070642123,0.036475621,0.037692159,0.452976405,0.367530767,0.420084168,0.546875413,0.590329884,0.598981871,0.4596484870000001,0.928203111,0.7757727870000001,0.827401802,0.5535229629999999,0.038286407,0.432053395,0.023410271,0.028292295,0.515913693,0.35995387700000003,0.622369208
cg15844800,0.542519714,0.518741279,0.903414274,0.471177031,0.494111104,0.778402177,0.420141699,0.151831364,0.705542528,0.7763643920000001,0.751235821,0.8996072009999999,0.778600669,0.805802208,0.198326175,0.690136152,0.48331638,0.092117717,0.806808651,0.484069588,0.06867993900000001,0.6575798310000001,0.8781842559999999,0.352636159,0.358406513,0.13716858,0.399556516,0.80809151,0.434496769,0.806933775,0.884485964,0.731704068
cg15881077,0.06327762,0.503853337,0.036264092000000005,0.507834759,0.490297185,0.944524386,0.928472433,0.70507352,0.539527781,0.539849907,0.597458127,0.543827121,0.930215896,0.520654343,0.88202823,0.308876698,0.932546499,0.931745561,0.5364112639999999,0.8345644659999999,0.143766311,0.935876047,0.511187177,0.085897078,0.517883281,0.906178132,0.498601615,0.511251667,0.5420119179999999,0.48113595,0.038440147,0.525259033
cg15916746,0.554528558,0.486696129,0.042662253,0.923557526,0.6162945910000001,0.939155488,0.5260432039999999,0.035784679,0.5215845960000001,0.915614699,0.867152185,0.8612778240000001,0.587812166,0.545263135,0.329886449,0.882892718,0.441884323,0.844555594,0.039519636,0.346832319,0.371723063,0.033616723,0.05702953700000001,0.521543149,0.708092446,0.099170289,0.650190838,0.485483297,0.900209334,0.7888512190000001,0.552187489,0.412373043
cg15927699,0.551196818,0.054674984,0.515285297,0.499823986,0.8604143259999999,0.194983089,0.492986216,0.6765257490000001,0.455265312,0.911860237,0.162425828,0.479319471,0.109488093,0.420272543,0.170160277,0.6072632729999999,0.162824074,0.066805583,0.6174910060000001,0.224232305,0.145514886,0.481499138,0.545397162,0.128088867,0.6446787270000001,0.314883193,0.726259298,0.498662455,0.952936046,0.582667036,0.128591911,0.187489684
cg15931409,0.857490878,0.255195607,0.576524843,0.8461828090000001,0.048277604,0.878703833,0.044139138,0.919677583,0.492465916,0.400394453,0.187742449,0.6212204410000001,0.472132502,0.789095045,0.480405038,0.5397178260000001,0.777988562,0.5884864120000001,0.504538382,0.847925588,0.359439532,0.528647757,0.897975925,0.455632024,0.052461508,0.038842446,0.035279301,0.935724883,0.054680002000000005,0.481114433,0.481689429,0.52546981
cg15932817,0.041664949,0.09627537,0.23321675600000005,0.574837933,0.92801172,0.584397771,0.033097143,0.228776137,0.119576215,0.575769169,0.571633142,0.928179381,0.611132589,0.654258906,0.606077138,0.306103327,0.81187814,0.4342891,0.243699111,0.929650341,0.097238986,0.916273211,0.025162681,0.913019527,0.473929033,0.047865452,0.6211535,0.03235178,0.545853337,0.641605168,0.111913362,0.8883425359999999
cg15984791,0.90694008,0.926979233,0.648528562,0.431901344,0.856305909,0.117507625,0.194741928,0.931354464,0.508358862,0.474276828,0.912798494,0.810598605,0.895605614,0.471266975,0.651777845,0.652407063,0.460015719,0.478992813,0.905685881,0.473871946,0.390733833,0.027982925,0.407755489,0.07119728,0.930035903,0.683699334,0.040621742,0.862938035,0.32559042,0.119501182,0.442397214,0.573501052
cg15998725,0.107218493,0.502122825,0.220426775,0.491455553,0.824470013,0.843996449,0.300731807,0.221758951,0.8745512259999999,0.441760164,0.7418906190000001,0.852485075,0.493278921,0.60761315,0.6608080820000001,0.742837947,0.043515373,0.447176894,0.072865209,0.218154792,0.381591302,0.051666737,0.594752948,0.451759342,0.930625711,0.514192867,0.537104342,0.597919835,0.924321344,0.523111079,0.138082355,0.789774148
cg16004875,0.8879439029999999,0.926120927,0.917239159,0.414225535,0.246133933,0.5765905060000001,0.399369256,0.913362208,0.453084077,0.139850565,0.103735994,0.046992817,0.490314956,0.202464262,0.078500053,0.29436360300000003,0.475494383,0.027801423,0.466484777,0.394707409,0.44476312,0.846013225,0.8957154709999999,0.42723942,0.552885125,0.86780027,0.448017444,0.509633831,0.474830952,0.629902031,0.474390154,0.89955073
cg16007403,0.129097312,0.054474468,0.338554509,0.574493499,0.6732339279999999,0.083399727,0.185389586,0.342026024,0.147068696,0.8662262890000001,0.901758827,0.613974108,0.57756478,0.20553196,0.092368159,0.865737641,0.58775026,0.534504058,0.519129062,0.738386317,0.526380371,0.520944002,0.108758805,0.606128817,0.91684423,0.479215874,0.511330436,0.389896861,0.471329232,0.6910894479999999,0.8818171909999999,0.923246469
cg16068519,0.568310935,0.93833856,0.405275608,0.910443461,0.211034375,0.609818945,0.098729248,0.293401727,0.599380473,0.896022993,0.237305084,0.573107751,0.544428702,0.642326549,0.185588931,0.68037174,0.589216571,0.267180878,0.494619575,0.644600735,0.541352081,0.397569877,0.1384395,0.14537244300000002,0.487927505,0.922625265,0.948949501,0.544409165,0.118350318,0.307614273,0.202772635,0.58346516
cg16101156,0.646234679,0.833194034,0.559199906,0.44018367,0.5715799779999999,0.732302078,0.480620007,0.940654481,0.055985591,0.7779473640000001,0.489341192,0.85297414,0.03542219,0.035270636,0.034542565,0.053095109,0.371580245,0.028002223,0.599269052,0.484255208,0.118204192,0.177781012,0.054201476,0.443496572,0.7384354129999999,0.442909808,0.911576589,0.4802873620000001,0.944214058,0.029117915,0.485571226,0.940619405
cg16153919,0.920740491,0.523089309,0.938624924,0.027997438,0.5633849439999999,0.616697804,0.547761221,0.520277465,0.070236607,0.894489145,0.055359797,0.893632955,0.909379147,0.03463882,0.925703846,0.524364408,0.035216459,0.520900273,0.5970641839999999,0.395256699,0.548131049,0.526385004,0.526185992,0.907089589,0.916349089,0.028720166,0.048068102,0.027504676,0.050045547,0.030954533,0.045528023,0.953632947
cg16157520,0.8696125840000001,0.538710066,0.55057295,0.587177453,0.551893184,0.560859436,0.218845894,0.4274051370000001,0.240293394,0.513406535,0.490963536,0.541798056,0.149576632,0.678573558,0.460542216,0.610901844,0.16018393,0.109849487,0.513513137,0.4280255220000001,0.049997481,0.90533863,0.138087176,0.158086845,0.567990245,0.93956226,0.070485101,0.806341937,0.550877008,0.880018764,0.81239574,0.762166036
cg16188379,0.936395465,0.5002483289999999,0.420146696,0.908910345,0.949287264,0.535321046,0.92427493,0.523199419,0.452516679,0.038717134,0.917860102,0.067914222,0.428549726,0.917095398,0.8737051709999999,0.7467797629999999,0.095049847,0.3651220120000001,0.034699915,0.556805079,0.067801888,0.476859195,0.790586646,0.137763723,0.100177435,0.043712858,0.876228105,0.454035932,0.578678729,0.13193681,0.071397799,0.192946737
cg16319129,0.452905514,0.521262789,0.952305786,0.048147274,0.547640296,0.752893952,0.8433157440000001,0.15433419,0.909092115,0.525472159,0.9005433079999999,0.256502145,0.563940345,0.490195708,0.429422874,0.722540581,0.922075264,0.492929722,0.925865162,0.621333421,0.890372188,0.908459834,0.259267318,0.484062924,0.6214321279999999,0.117127575,0.204102573,0.512121689,0.085168805,0.569295647,0.5164886129999999,0.246295286
cg16340005,0.13852062199999998,0.7380596890000001,0.26130442,0.314333712,0.645018752,0.184248291,0.912176388,0.390786606,0.13971731199999998,0.701026094,0.634627636,0.795972527,0.157617189,0.747598442,0.5595625679999999,0.50665163,0.7894959659999999,0.481644791,0.145359721,0.492505346,0.380747744,0.433921207,0.224600118,0.397995678,0.439360359,0.590596046,0.429092304,0.130137,0.4731624270000001,0.33534043,0.468985656,0.213683905
cg16351734,0.508590753,0.559879101,0.27130834800000003,0.880306224,0.39156968,0.897529041,0.540157142,0.429007805,0.523550148,0.878490478,0.27640427100000003,0.545843104,0.775823064,0.287629966,0.722950898,0.437265715,0.488054144,0.436674423,0.195830846,0.392263124,0.3857488220000001,0.8812365040000001,0.265530407,0.7858120190000001,0.370819875,0.686200852,0.8528817679999999,0.878994139,0.908269169,0.220929984,0.534051973,0.3335252
cg16370297,0.356106187,0.545586961,0.09287616,0.918916066,0.582522952,0.498303487,0.212962702,0.20306399100000005,0.41415162,0.867077575,0.333661485,0.578456811,0.059624451,0.129471994,0.127883569,0.181434293,0.031607303,0.705319923,0.028520225,0.27101624,0.428710152,0.02663146,0.037500117,0.832775378,0.31646978600000003,0.367094287,0.888000415,0.883235298,0.438427555,0.457918359,0.834598334,0.83058223
cg16375547,0.445017213,0.524273015,0.039024115,0.422148296,0.684739952,0.406591514,0.909974247,0.507993803,0.517821698,0.4008604770000001,0.899491292,0.611413949,0.08142074,0.361091453,0.412519282,0.37251177,0.920733126,0.8505408870000001,0.883802526,0.46221883,0.890797695,0.656728791,0.538130449,0.833595973,0.911831001,0.439804273,0.893516423,0.904533654,0.893211784,0.8012814640000001,0.068564988,0.496768241
